ID,n_points,yD_bary,yB_bary,chi2_red_bary,wrms_bary_kms,yD_halo,yB_halo,vinf_kms,rc_kpc,chi2_red_halo,wrms_halo_kms,wrms_improvement_kms
UGC02885,19,1.7149525733296853,0.7281599048938778,24.524315694846194,46.84315187900919,0.2239159910666555,1.137926211410173,286.6259243239194,6.090841611225343,0.638139076604857,7.097844798570478,39.745307080438714
UGC02916,43,1.9999999999999998,0.5413627208951026,14.626491248168225,21.54857700743972,1.5744445292482097,0.5177552329884686,154.1455827407783,5.965718532185511,10.746431367073097,20.10837292254661,1.4402040848931108
UGC02953,115,1.2970399704853566,0.27630892984618016,388.8793690138316,59.54094989288613,0.581256273461452,0.6984297665575593,244.25053941897653,3.172969200941737,4.919134968035567,21.286331906268476,38.25461798661766
UGC03205,48,1.6980872419101556,0.5216780226394658,61.160325686702684,36.94443383243415,0.8885166794575576,1.1973763496893974,231.51776256738617,13.597619049637578,3.629254960982888,14.228508402227655,22.715925430206497
UGC03546,30,1.4922063451697654,0.017341292059483173,31.03509458920334,50.99614157094204,0.6352146418429867,0.4137942302223013,178.0598582225648,4.142496229477727,0.866638961341022,4.966196954590042,46.029944616352
UGC03580,47,1.734382361843308,4.7570851728404446e-18,221.9967300514684,31.313682085186556,0.6747892354958681,0.12238793685656026,136.85559016214245,5.277591669577679,2.1389178185168283,10.639893760955333,20.673788324231225
UGC04278,25,1.9999999999999998,0.0,12.942964242255421,17.948321289024616,1.1104355201996527,0.0,240.46100705423248,10.243388697093444,0.4270713179910979,2.758780572456074,15.189540716568542
UGC04305,22,0.7665364459816777,0.0,1.6260763753613185,4.355354275265095,0.7665371736608678,0.0,0.10010175702593006,177.0894019425584,1.7972423164590865,4.355352768191364,1.5070737315880933e-06
UGC04325,8,1.9999999999568228,0.0,45.07707002316305,19.176681468851108,1.4447385302286788,0.0,75.7135371051995,0.626522300912543,1.471397578378945,2.9272154045381207,16.249466064312987
UGC04483,8,1.9999999999977165,0.0,12.957168499785892,5.197794934508023,0.04838271411910411,0.0,24.920353818635824,0.2522884579468457,0.30917345588656275,0.7254719593418306,4.472322975166192
UGC04499,9,1.9999999999999232,0.0,21.41293290598973,12.533265727816604,2.6708655109535783e-13,0.0,77.15829525994079,1.2578658896572006,0.18808918782285286,1.1580489590504177,11.375216768766187
UGC05005,11,1.9999999999989735,0.0,7.579628837233763,26.542142817103567,0.4597508078972034,0.0,110.99436231580084,6.036632973590981,0.03600012826994555,1.6116705514270986,24.930472265676467
UGC05253,73,1.578485879396423,0.5804365604041339,52.39710860861582,30.702038976176024,0.5338489678891176,0.7013948144445438,220.9992116972158,4.706423351317813,3.6814026329260545,15.210482375300776,15.491556600875247
UGC05414,6,1.9702559501887873,0.0,6.274416141836316,5.602054643963364,0.6820882734904405,0.0,79.00285961172237,2.4508029921326444,0.1012553534696055,0.5516468682448548,5.05040777571851
UGC05716,12,1.9999999999999998,0.0,1335.7796665016665,29.23267792639881,1.6750313937849217,0.0,78.48291017326923,2.5388497797854526,2.4572656105911523,2.1005079288992494,27.13216999749956
UGC05721,23,1.9999999999936644,0.0,40.388664871528874,28.82648080897391,0.6690318398643854,0.0,81.21743198878599,0.4695435581747041,0.8417442095734812,4.225272136939866,24.60120867203404
UGC05750,11,1.999999999999999,0.0,2.2129986772413366,11.679382875980222,0.7481433189542529,0.0,86.2778124881393,4.628724268345362,0.18545567579205144,3.3590459755447704,8.320336900435452
UGC05764,10,1.9999999999998412,0.0,1782.777674923711,25.073255820820105,1.0246367507991363,0.0,58.38091697539141,0.49943741012619675,5.086736615413415,3.4950166624707593,21.578239158349344
UGC05829,11,1.9999999999999998,0.0,9.81773438472212,15.116798124563019,1.9999999999999998,0.0,71.82031126330872,3.34693372738339,0.17113298399030616,1.7851143011826138,13.331683823380406
UGC05918,8,1.9999999999999998,0.0,12.578113720907881,13.037800620965328,1.114276127296346e-17,0.0,47.92769062538836,0.8052081640976086,0.015806979726090804,0.3906222769277085,12.64717834403762
UGC05986,15,1.9999999999999998,0.0,45.75364465879488,20.604492863094617,0.789898167092773,0.0,131.07481114551146,2.4210801743419093,1.5124003703031201,4.530004072725014,16.074488790369603
