xi,gamma,g_couple,seed,phi_mean_final,E_mean_final,phi_var_final,roughness_final,coherence_final,status_final
0.02,0.05,0.1,1,1.056741447806672,1.051216253887234,0.0011585748442607688,0.05991327946062616,1.0,JHANA_ATTRACTOR_REACHED
0.02,0.05,0.1,2,1.054463645900984,1.0529742012183698,0.0010537777378967867,0.06042376390720927,1.0,JHANA_ATTRACTOR_REACHED
0.02,0.05,0.1,3,1.0613549128329844,1.0514809010482717,0.001058289882850263,0.05934187077756282,1.0,JHANA_ATTRACTOR_REACHED
0.02,0.05,0.1,4,1.0591037092508042,1.0514890697283472,0.001140184284429638,0.060890792221778345,1.0,JHANA_ATTRACTOR_REACHED
0.04,0.05,0.1,0,1.0685762981918439,1.0585638512409985,0.001076621336760689,0.05989132952689449,1.0,JHANA_ATTRACTOR_REACHED
0.04,0.05,0.1,1,1.0625932559250948,1.0549709004799848,0.0010758008659387467,0.06025031772883504,1.0,JHANA_ATTRACTOR_REACHED
0.04,0.05,0.1,2,1.0644332759357251,1.055239477202236,0.0010032473846042283,0.06034180637797898,1.0,JHANA_ATTRACTOR_REACHED
0.04,0.05,0.1,3,1.0603404403835208,1.0532983047608457,0.0011866679852871945,0.061233899582945006,1.0,JHANA_ATTRACTOR_REACHED
0.04,0.05,0.1,4,1.0654778058722687,1.0584860049091276,0.0010850678434323583,0.059724737667275325,1.0,JHANA_ATTRACTOR_REACHED
0.0,0.1,0.1,0,-1.0497575929539935,-1.0495477797505126,0.000499524406123411,0.039989202326333115,0.0,PARTIAL_ALIGNMENT
0.0,0.1,0.1,1,-1.0491200964889729,-1.0492477218688312,2.608805882999434e-05,0.014544530493959408,0.0,PARTIAL_ALIGNMENT
0.0,0.1,0.1,2,-0.05701520599886878,-0.05704670217412061,1.0076184528432965,0.14188000779328686,0.0,DOMAIN_COARSENING
0.0,0.1,0.1,3,1.0470944057148148,1.0473342161181078,0.0002720152662056017,0.033101160101335916,1.0,JHANA_ATTRACTOR_REACHED
0.0,0.1,0.1,4,1.0503331464502956,1.0505145292189506,0.0006595146399966552,0.044870648577328726,1.0,JHANA_ATTRACTOR_REACHED
0.005,0.1,0.1,0,1.0510684126101189,1.050111269152918,1.1215643345879794e-05,0.009631077477527972,1.0,JHANA_ATTRACTOR_REACHED
